fad_delta,channel_ratio,incident_rate,length,segment size,fit_ref,flux_correction,smoothing,smoothing length,delta clean,CS,PDS 1,PDStot,Frac_rms,slope,intercept
0.0007889912426207697,1.1635233866397239,930.8134935484861,256.0,128.0,cs,False,gauss,640.0,0.005717008773982564,0.1475280020378106,0.360335759735897,0.1566542971595896,0.0697548786011082,1.2182520848483958,0.002301677518887768
0.002038722328733922,0.8281239071423137,20.432729686365263,256.0,64.0,cs,False,gauss,320.0,-0.017488295469369693,-0.032956621039937975,-0.25752544674125427,-0.13059213055798932,0.2175189009712239,0.9915286586449251,0.003103882726611107
0.004060453356187432,0.710297770042244,467.6259197906164,512.0,128.0,cs,False,gauss,640.0,0.00042969844213426285,0.12232396951982592,0.039894643321200324,0.11838167488476689,0.2587227580114109,1.2637977612451683,0.0020424598003179195
0.0006270506482303688,1.9288927955781463,422.2363208918133,512.0,64.0,cs,False,gauss,384.0,6.64855637414492e-05,0.24482975020425551,0.4159656126864955,0.23380705218427655,0.3346817950338874,1.5476765251488234,0.0019040762869799418
-0.0027202071681130535,1.477713517640669,980.8935488497333,512.0,128.0,cs,False,gauss,768.0,-0.0045347489157772725,0.01325266445162159,0.19740799013765017,0.013917851967457762,0.1504141806582479,1.0501823693598002,0.0025077462745257684
-0.0005439406786861772,1.2640628389034545,110.73951524955766,512.0,64.0,cs,False,gauss,320.0,-0.012644136272752725,0.06925305014327832,0.24261470337775437,0.06429705570392434,0.10772347845728432,0.9943025481400656,0.002599698705529189
0.00349469627628444,1.704225657566476,248.03926964787328,256.0,128.0,cs,False,gauss,640.0,0.10418685712780743,0.1571033491885521,0.831712878357938,0.04274792505416732,0.05199650026032066,0.9991748741804624,0.0025634813356988657
-0.0002595485539456205,0.9272643010365073,320.79099686761026,256.0,128.0,cs,False,gauss,640.0,0.0022160085105381827,0.1347822959370519,0.09053844800293183,0.132391412675726,0.3260511558301757,1.290633866731094,0.0018287871609290317
0.0007157128400542984,0.5736162837443457,222.19151035790904,512.0,256.0,cs,False,gauss,1280.0,0.008509626153126159,0.04528762849110257,-0.1250465758002862,0.015115971048745128,0.21435106014349822,1.077365416022122,0.0022904743087610027
-0.0008426696806390657,1.4786822657634966,413.9813432065708,512.0,256.0,cs,False,gauss,1280.0,0.003842884328345366,0.05971542884163253,0.2225046698365206,0.05469030120470102,0.20912162064859266,1.1348883652687791,0.0023279479530946556
0.00040268161862893443,0.6855202438795558,972.5729070322265,256.0,128.0,cs,False,gauss,768.0,-0.0014625093022768796,0.007348009967867783,-0.12616521371957967,-0.001560049627646912,0.17288201825854865,1.000120949012731,0.0025511786452867558
0.0005617390809913424,0.8599724259831327,690.7242346452348,512.0,256.0,cs,False,gauss,1536.0,0.0010938281280903047,0.041393518440895366,-0.04823957572479797,0.0373038226720035,0.1525682409071465,1.0623741614260918,0.0024359390070888927
0.0004012165487147977,0.8342178600583903,329.51430313325216,512.0,64.0,cs,False,gauss,384.0,-0.031593885782822635,-0.006162097695933058,-0.49488491966280146,0.008473596230637507,0.0633627576899856,1.0645144958213442,0.0023149463400137823
9.3846480857529e-06,1.8939620151671368,325.52084212434846,256.0,64.0,cs,False,gauss,320.0,-0.002822637786094256,0.2139059653856914,0.3322407999599988,0.2016642861279816,0.3875491873242898,1.496391673392281,0.0018795647888891764
-0.0008663493498330954,1.868051213829145,697.3482043534511,512.0,128.0,cs,False,gauss,640.0,-0.000703064686365383,0.34798777387710084,0.5192290528507476,0.34175133221925896,0.4005969382879836,1.8349256915258012,0.0020201597428639194
-0.0010084071906028347,1.2297203314791938,899.6316326336549,512.0,256.0,cs,False,gauss,1280.0,-0.006566597508344704,0.09491395684364047,0.2523860874493905,0.0415875365165699,0.05478958369097663,1.0283910594926369,0.0024816387930352013
0.0008235656437911833,1.638247583157588,958.5410711830793,256.0,128.0,cs,False,gauss,640.0,0.008254137554890425,-0.04201108661482083,0.5214099926531351,-0.004869189516379345,0.08192951508390267,0.9379308055459189,0.002561261622560882
0.0003675487148980306,1.8346418418555293,465.64192208108756,512.0,256.0,cs,False,gauss,1536.0,0.0009290230754859743,0.018178214555573956,0.36034333105165023,-0.00592149525008048,0.11733648119480729,1.0210225163411797,0.00254317112229768
-0.0026848682923435343,1.4441385359118377,876.2271371526604,256.0,128.0,cs,False,gauss,640.0,0.00034771872822287757,0.4222340891837851,0.5377630927085301,0.4191853265719664,0.363475956338371,2.0644813220942084,0.0017292632905847594
-0.0037448033664092537,0.6626738624125974,315.815511122096,512.0,64.0,cs,False,gauss,384.0,0.0017338352573881071,-0.06109632681873318,-0.3741103776115256,-0.06765892803346157,0.09993670682528881,0.9222180673171628,0.00285722277059397
-0.0002531305390497248,1.0856906152562735,584.8812263794708,512.0,256.0,cs,False,gauss,1280.0,0.009372345759111781,-0.0044583010630956516,0.09929676445444638,0.0017379834238193666,0.10918577620809225,0.968776712141711,0.0025671210080113445
0.0025111309400522503,1.769222861337371,280.9345997774598,512.0,64.0,cs,False,gauss,320.0,0.01741245240666719,0.03888465672752786,0.4369948457123344,0.00637880818078405,0.11198101824862211,1.0226269695958192,0.0025256633930175686
-0.0022151925381066863,1.889613055626409,319.15786552380683,512.0,64.0,cs,False,gauss,384.0,0.001492915543026513,0.018619393123842764,0.28712618286074193,-0.002154186691713372,0.16554755448382613,1.0368891116541057,0.0025562313364273503
0.00045538049289413487,0.6247092258070137,343.5223929600246,512.0,256.0,cs,False,gauss,1536.0,-0.008827637278864917,0.05250480962747016,-0.09502208275838174,0.046493438838266225,0.18026204660599726,1.0908240360927381,0.0023064219087282067
0.00089497749224972,0.6998517545311034,722.0296342954641,512.0,256.0,cs,False,gauss,1536.0,0.004269506609638835,0.00620133425073701,-0.21325062087218494,-0.011498133039692443,0.13294276464539867,0.9980463911018256,0.002549911649986969
0.0002932962645432191,0.5512464976213259,158.94949472509686,256.0,64.0,cs,False,gauss,384.0,0.0014288192665392098,0.08978316222694548,0.011033753889796083,0.07504088988251362,0.3972934727525946,1.1810395533904812,0.0016394540162539828
-0.00029826790437510194,1.0951023345504898,251.61128067315755,512.0,64.0,cs,False,gauss,320.0,-0.0015970747461787147,0.03659127462116494,0.05447832632157262,0.03592754155233552,0.18615696606951307,1.043892455870001,0.002419244132510594
-0.001356799526650465,1.6624480261633012,513.0763844302471,256.0,64.0,cs,False,gauss,384.0,0.0009463502193721097,0.14729609622079365,0.31227357100547093,0.14058971045944726,0.2852860542686117,1.3248689244200664,0.0021954838379601408
0.0012656239013535409,0.8365657811334208,575.2565000601802,256.0,64.0,cs,False,gauss,384.0,-0.002891402592156496,0.09826166009925684,0.0794500508098636,0.0988799157067633,0.2798953306828188,1.2257628152173952,0.002230159671568077
0.00020262259360959156,1.0372470224044763,360.60338805247636,256.0,64.0,cs,False,gauss,320.0,-0.0010536619872275092,0.18579596712056665,0.1906971553457088,0.1863668890965532,0.32449839148689874,1.3944818820796476,0.0017039219280039718
-0.002080513572602261,0.670370518682224,819.7966616262526,256.0,128.0,cs,False,gauss,768.0,-0.014381093097211474,-0.0325986047689314,-0.454332958151353,-0.03270695832794588,0.08872942107084435,0.9888868406136616,0.002544898105371951
0.0006718113403190173,1.114103325922822,530.2409207300999,512.0,128.0,cs,False,gauss,640.0,0.000190004692885151,0.22714457302287078,0.2710846779341796,0.22704100016320797,0.33114647301532985,1.5208849623480458,0.001806384582284437
-0.0011676647136250576,0.8363034345483928,154.35884804831247,256.0,128.0,cs,False,gauss,640.0,-0.0009358919741442951,0.10326918977864626,0.08289083301296324,0.10681375600459353,0.35831555629438205,1.196464462410274,0.00153305764918521
5.433600150861473e-05,1.2763547787031955,842.5219103566221,512.0,128.0,cs,False,gauss,640.0,0.0007556205522792467,0.021081072775417493,0.15759357791535605,0.014342384368903074,0.13784480164825763,1.0061785497953522,0.0025109818654848732
0.00036359324623357097,1.0915894559226793,506.11147810763396,512.0,256.0,cs,False,gauss,1536.0,-0.0004838862039405634,0.2823825435603068,0.29191887162105545,0.2825530357477618,0.3945015980105042,1.645514829782915,0.0016287471973671641
-0.0007115295661041228,1.1421262151068599,614.9218919870272,512.0,256.0,cs,False,gauss,1536.0,0.0008574375255483183,-0.04750204879076328,0.3889646410214669,-0.0003229181775201043,0.05397988898145272,0.8427366185082622,0.0027432267470336447
0.0026311874360375885,0.7050290514088102,984.0072829375663,512.0,64.0,cs,False,gauss,320.0,-0.0023747396053792474,0.05375801820989273,-0.10864111450972133,0.05066856226176169,0.18452718511022903,1.108298698129736,0.002440872265352676
-0.0023873592275404087,0.9337972654624094,958.8309728748391,512.0,128.0,cs,False,gauss,640.0,0.00019458301819001638,0.3352526536671806,0.3143902384738327,0.3337254660266195,0.33445288069043483,1.8116923487880916,0.0018574891430398687
-0.0010543456918149507,1.3652589268105355,809.2586528675027,256.0,64.0,cs,False,gauss,320.0,-0.023818182032055848,-0.01844370029776696,0.29892901499898805,-0.00012452229002899955,0.06178649983862332,0.8777701031294305,0.0026405753860127
-0.0011590890406270491,1.6449675229935612,85.47612117836846,256.0,128.0,cs,False,gauss,640.0,-0.048217377421971894,0.17729318675947836,0.6744504584334524,-0.07298581883761844,0.06290417290692266,1.0051852715510627,0.002560336160968534
-0.001300759928391182,1.2142900387381292,370.80046218219513,512.0,128.0,cs,False,gauss,768.0,-0.011003320710449752,0.058374422151071234,0.214602394571982,0.03784282037182613,0.10228089045471264,1.071125509980501,0.0023590528675799805
0.0014617857974499463,1.4687354886192467,959.0894971018935,256.0,128.0,cs,False,gauss,640.0,-0.0020187256211290317,0.10244901572750519,0.25844813438772074,0.10319671947045657,0.20833962407171464,1.2074755963898696,0.002405802336346098
-0.0015539531679281682,0.9514564249601498,21.906252363947168,512.0,128.0,cs,False,gauss,640.0,-0.08433613404523538,0.1460759761020704,-0.38347859810997686,0.08834231449365595,0.10306259419548026,1.0136532881745903,0.0019035099109429021
-0.0010608204561735057,0.7459381451968576,799.3148021643896,512.0,128.0,cs,False,gauss,768.0,-0.012473385377945989,-0.03028191218722157,-0.2746503349856393,-0.006935039847975032,0.07999608992550904,0.8653652661438396,0.0027126308345395422
-0.0015073714004786405,1.7008335455201817,354.35654677272424,512.0,256.0,cs,False,gauss,1280.0,0.0020307291768618197,0.11737524149283254,0.275465006794115,0.1059648830753304,0.2827448908827943,1.2411761782325101,0.002215791327708715
-8.400795853879689e-05,1.5986495371041485,646.053387878201,512.0,256.0,cs,False,gauss,1280.0,-0.0048379883796772025,0.027639801940512344,0.2417916827934329,0.024290202060563943,0.15400465396153715,1.0488811055788752,0.002482510637579029
-1.978429413668572e-05,1.2812337095757356,400.5203996345834,512.0,256.0,cs,False,gauss,1280.0,0.017997777254549003,0.01783315203327638,0.212836035760902,0.002659671552591933,0.0943574107397015,1.0185662668693214,0.002474674969381474
0.000313469768586796,1.9380406522832851,309.9176077412495,256.0,128.0,cs,False,gauss,768.0,-0.0015501091416853488,0.1916573089651966,0.3485705449337426,0.17764439845966626,0.3243853489302882,1.3754471183257653,0.0019249679704156364
-0.00045238567215410974,0.9435970287781605,772.0556430150131,256.0,64.0,cs,False,gauss,320.0,0.010919154351303337,0.051442568381873464,-0.0016940285297465415,0.04516483553798265,0.08737064008429013,1.0786238508551569,0.002408352576161711
3.2553073027397556e-05,1.5968407120447747,730.7130918852848,512.0,64.0,cs,False,gauss,320.0,-0.002951217787752181,0.035958483021105526,0.2911601832769425,0.03169102222207342,0.1308128175563733,1.058613266480827,0.002474244914260182
-0.0023095837001907253,1.0158074736677172,526.1236555091211,256.0,128.0,cs,False,gauss,640.0,0.000783705180305331,0.12308090589290603,0.1315952642851101,0.12291373673934886,0.2373060567391202,1.2375392650422812,0.002135460776419085
-0.001636675345876193,0.689605481987072,938.9258450813148,512.0,128.0,cs,False,gauss,640.0,-0.003413840903612802,0.04318078053975119,-0.1990631538981792,0.0377789434390936,0.13249141906951353,1.0681813046169009,0.0024618009576684425
0.0016427239487490065,1.3982359282963968,590.9792024683547,256.0,128.0,cs,False,gauss,768.0,-0.002769887722785446,0.24072894560212338,0.34631300450719993,0.24007487758871518,0.3026314488966486,1.550173648603271,0.0019202607203517852
0.0014404916808421486,0.7942366285062208,60.701761774016674,512.0,128.0,cs,False,gauss,768.0,0.0034326767796095674,0.041570116428792256,-0.030133440060767444,0.03167501637834801,0.2646139662259806,1.0271486572656146,0.0022573248949434846
-0.001362825689975885,1.8376903874741175,41.63397621324549,512.0,256.0,cs,False,gauss,1536.0,-0.007772747783027683,0.05835174854735024,0.09427853710646318,0.05231451885410324,0.3982818405926176,1.094763370684191,0.0015554852897920845
0.002133304208418482,1.0878985542167559,820.3122876029072,256.0,128.0,cs,False,gauss,640.0,-0.00742162693177246,0.013486482369749428,0.07240083115156742,0.020431632448090407,0.14913531409305958,1.0348597542375837,0.00248629708300124
0.001855953795007137,1.2641066925501454,293.7240696595739,256.0,64.0,cs,False,gauss,320.0,0.009749670737012252,0.07731547049287235,0.1488958081990892,0.053619998138640386,0.1713055579056614,1.1319734940624255,0.002190818873691769
-0.0026381099359510385,0.7760668280659235,409.50271801657186,256.0,64.0,cs,False,gauss,320.0,-0.003617884491043285,0.037862040959720795,-0.02674390646453781,0.03909161929309084,0.21337761733930002,1.105489442860988,0.0023576578655718516
0.002054831906255357,1.1048729439796785,104.05475787314636,512.0,64.0,cs,False,gauss,384.0,0.001317311598830431,0.05023225178859318,0.060803817603894146,0.04985314041816029,0.30241113361502564,1.0907998654211697,0.002014747915892401
-0.0010001109351464033,0.8901150986588224,463.7419327948524,512.0,128.0,cs,False,gauss,768.0,0.0015577355131710599,0.13030201260692972,0.09271872448510643,0.12964916626566217,0.28942288047734793,1.2783445473038306,0.002038754844722535
-0.0012804663232403035,1.0368768858099346,753.6420220135768,512.0,128.0,cs,False,gauss,640.0,0.00110172940103,0.08046484353735718,0.11827467940864345,0.08045426618435379,0.20662977366394703,1.1653585434239753,0.0023582390553522625
0.0005136227966302531,1.5468259513553495,338.8465404616328,512.0,128.0,cs,False,gauss,640.0,0.005838414582358809,0.07085990620332795,0.4270064937070128,-0.04449748427496226,0.06785364284182366,1.0025956975520964,0.0025365304729335594
-0.001772887169279369,0.8888540329593744,401.94651536868406,512.0,128.0,cs,False,gauss,768.0,0.008294872001441243,0.04021090082554217,-0.0925743779916681,0.021411758835209183,0.12857572198801498,1.026769648000178,0.0024770836461882606
-0.00042362866602446806,1.0053978077289925,59.089537243875704,256.0,128.0,cs,False,gauss,640.0,-0.028282710724061678,-0.0210263299571699,-0.07733246571878301,-0.026031950328261874,0.1420363076742218,1.006956143265324,0.002472717462818408
-0.0025978402770173714,1.5649081627783616,889.2027294866132,512.0,128.0,cs,False,gauss,768.0,0.0036071014028483616,0.024027992492771107,0.24870453871645878,0.022385354986886312,0.15886568590691455,1.0509671809055237,0.00247965944205078
-0.0007166686849368054,0.93507493503232,348.979394238399,256.0,64.0,cs,False,gauss,320.0,0.000145809126254674,0.0688928741673113,-0.05515997041335195,0.042111332265953504,0.1032201936884806,0.9938762433285049,0.002584278709544986
0.0006291354100973479,1.4382049192561301,57.06416398126065,512.0,128.0,cs,False,gauss,640.0,0.021937695371090717,0.020087123965945853,0.08254903616496578,0.009158598374210526,0.17624045585724735,1.0157517794363085,0.0024639784895518564
-0.001094046857117064,1.3555217910835788,345.28616684609585,512.0,64.0,cs,False,gauss,384.0,-0.0009386434160334481,0.07415484150533447,0.16603050986249906,0.0666329328364582,0.2293099596556867,1.1421700642436612,0.002289790750338809
-0.0009501713299840577,0.9229282985128449,35.570958811190046,256.0,128.0,cs,False,gauss,640.0,0.04753915627764397,-0.009418370830313992,-0.3060881053548614,-0.03211394758516405,0.09866787435223791,1.0004484486311578,0.002363417709220217
6.775641406231436e-05,1.814090181083071,235.06098488148515,512.0,128.0,cs,False,gauss,768.0,-0.001049805820427317,0.05439546550806581,0.30896520249967224,0.03070570561892412,0.1789048904901551,1.0829556216934952,0.002408267618669799
0.0010531588940607683,0.8165060311168699,864.9308641620513,256.0,64.0,cs,False,gauss,384.0,-0.001330699801408818,0.055555394914980336,-0.03225232289975788,0.05534127280846454,0.15863232993876228,1.090961776267004,0.002431332412872411
0.0003361813412894321,1.9387677744971081,937.4794204127819,256.0,64.0,cs,False,gauss,320.0,-0.0008247655668598179,0.3273134751908189,0.531974795425571,0.3242848984239917,0.35418552933443953,1.7657603916892886,0.0022517285684547916
-0.0013966483911397416,0.7843987717390287,761.8823831575622,512.0,256.0,cs,False,gauss,1536.0,0.001223170382933767,0.12292229905477602,0.020945709581725702,0.12205000540705664,0.24145017710915284,1.2550794186810852,0.0022279159164722007
-0.0013571748431315655,1.5859224994417398,992.7272977949735,512.0,256.0,cs,False,gauss,1280.0,-0.0005722373409689614,0.4234229255205425,0.5615545012684815,0.4207148312691045,0.3803198128862707,2.040758555985644,0.0019938230517395723
0.0036600700251145923,1.5850333499488736,53.61633883764218,512.0,128.0,cs,False,gauss,640.0,0.07563436888493955,0.07965381672174034,0.23230140200506944,0.006727669406576547,0.11685194479894356,1.0021259759103107,0.0026546432913644447
0.00013115776396907853,1.6507533450063117,412.9032483109366,512.0,256.0,cs,False,gauss,1536.0,0.0007824929447575832,0.10062338775656327,0.26439814766989195,0.08897223343533536,0.2444942718801956,1.194289252656365,0.002293325945764123
-0.0005360224052186296,1.5885176705110895,471.3836219262824,256.0,128.0,cs,False,gauss,768.0,0.0021584435944900404,0.1583582383360565,0.33526439169421324,0.15701874819539569,0.27427079315247904,1.3594395034283016,0.0020506405964570984
0.001309438964768317,0.9758800802359164,222.9767603382942,256.0,64.0,cs,False,gauss,384.0,0.00450703281695268,0.09327871822826692,0.11846380558913186,0.09611881332883034,0.2152687212337196,1.1357103902265753,0.002032235664977192
0.002304503487100828,1.2817400763821882,502.553662108742,512.0,64.0,cs,False,gauss,320.0,-0.0017853790355033667,0.20587145926778952,0.2656707348787145,0.20430940567857578,0.3166687041777452,1.4642726818439424,0.0019013463739186998
0.0009933830408964072,1.1623206822535983,653.4888165776473,512.0,64.0,cs,False,gauss,320.0,0.00039779814877777665,0.29094367668641696,0.338988732117056,0.28948088115655274,0.3522245145479327,1.6692868913833872,0.0018102437125203865
0.00045136852265338054,1.1185279106575368,196.4946549682389,512.0,256.0,cs,False,gauss,1280.0,-0.0009029417714130121,0.12260608736757539,0.13192927166299095,0.12464013343833906,0.370864028649101,1.2728494884638686,0.001557645675196521
0.0005046692805792397,0.8270974870886332,69.18505301108726,256.0,64.0,cs,False,gauss,320.0,0.033768951479270566,0.035691075883640656,-0.0708727906912281,0.016498918984557475,0.1876197264691115,0.9987755916657759,0.0026024028322870763
0.0001898547862944987,1.7611639268930526,535.0895640151001,256.0,128.0,cs,False,gauss,640.0,0.00013894915130601763,0.02927729134719553,0.2763396172221344,0.021030724936058686,0.1928330652283753,1.0544225060175034,0.0025217827069649035
-7.472765334715081e-05,1.109823459406006,882.8342867498767,512.0,128.0,cs,False,gauss,768.0,0.0005156540703033075,0.3466647230148055,0.3723827800417603,0.34759102584014995,0.32881002734670906,1.8423800286244603,0.0017961386836220505
-0.0029334176035112707,0.9676431427863261,715.6100762519178,256.0,128.0,cs,False,gauss,640.0,0.0002015666523151143,0.03533864497687562,-0.007872557346180033,0.02951740583948729,0.18346059530576958,1.0588276060002138,0.0024400127260570947
-0.0014078946102389356,0.8574123648193657,745.0149057708857,256.0,64.0,cs,False,gauss,320.0,0.007741036678916066,0.06981139596231672,-0.11667904306479372,0.07037235212707975,0.08192602567800239,1.0792250768056613,0.00240400996990068
0.0007184385708538521,1.5982215069952355,805.0557721223358,256.0,64.0,cs,False,gauss,320.0,-0.004374581732798439,-0.40155803723218203,0.7129544105490487,-0.42338604412878256,0.0430772634737209,0.8312436650809438,0.0026812821016962696
0.0007600952268641547,1.9290940598005757,525.9263046209247,512.0,256.0,cs,False,gauss,1280.0,0.000867557737236577,0.19572680077975677,0.4022163921017309,0.18671065058607128,0.33395088220735175,1.452867057547003,0.0021820272670114438
-0.0013564697946174562,0.5063058088094039,581.1635780177744,512.0,64.0,cs,False,gauss,384.0,-0.0001284256393867353,0.0746422864254956,-0.10809931585273311,0.0564845027026848,0.26972965547330013,1.1476135371823062,0.0024000085540673904
-0.00381600189725257,1.74837316025717,573.6727365902883,512.0,64.0,cs,False,gauss,320.0,-0.001696382806808931,0.17485998318866183,0.36811089492409377,0.1677296237593991,0.2861371345919367,1.3726730115874848,0.002225796265187925
-0.0016269269660658529,1.228416817713084,654.188819336976,512.0,256.0,cs,False,gauss,1536.0,-0.0022411591788887267,0.16937999677522303,0.2436908069945586,0.17198734519001876,0.25890883030569506,1.3539236633215623,0.0021438330847128872
0.000261307793269161,1.346658612753365,891.4962605869106,512.0,128.0,cs,False,gauss,768.0,-0.0049227201648352256,0.0034047813279803668,0.3060186374832515,-0.005044839294589184,0.07752658934276228,0.9752090747570135,0.0025458642472391464
-0.001118245307153642,1.4198554750012464,969.2504312819561,512.0,256.0,cs,False,gauss,1280.0,0.002500418174544184,-0.042473086332673236,0.13960424188602516,-0.07781787515692293,0.08983747797290807,0.8874709555574166,0.0026236162552637833
-0.0012370746877055083,0.7818287976939751,268.978454254354,512.0,128.0,cs,False,gauss,640.0,0.013789492250057,0.02476197990522606,-0.13798815801510372,-0.010890887216598671,0.1273170197651476,1.0665462396379304,0.00227010584263565
